Bedroom,Bathroom,Furnishing,Area,Building Age,Parking,Distance to Metro,Projected 10Y Rent,Price,Address
3,3,Unfurnished,1700,28,1,0.575363996,9708480,28000000,Lajpat Nagar
3,3,Unfurnished,1600,5,2,0.595961035,11972114,29500000,Lajpat Nagar
1,1,Unfurnished,1500,17,1,0.341320466,6372851,13500000,Lajpat Nagar
2,2,Unfurnished,800,27,1,0.899181911,4867017,14000000,Lajpat Nagar
3,3,Semi-Furnished,1710,15,3,0.49523285,11143881,26000000,Lajpat Nagar
2,2,Furnished,1350,19,3,0.284097361,6214671,12500000,Lajpat Nagar
3,3,Semi-Furnished,1500,12,2,0.490300156,11075147,26000000,Lajpat Nagar
2,2,Semi-Furnished,750,16,2,1.784281509,3737818,11500000,Lajpat Nagar
2,2,Semi-Furnished,850,11,2,0.426816116,3942705,14600000,Lajpat Nagar
3,3,Semi-Furnished,1575,24,1,1.670953031,12571188,25500000,Lajpat Nagar
3,3,Semi-Furnished,1675,5,2,0.859443437,8345908,31000000,Lajpat Nagar
3,3,Semi-Furnished,1350,23,2,1.917444224,10872425,22000000,Lajpat Nagar
2,2,Semi-Furnished,900,10,2,1.868354658,5400898,13400000,Lajpat Nagar
3,3,Semi-Furnished,1800,14,2,0.967399684,17890917,35000000,Lajpat Nagar
2,2,Furnished,900,20,2,1.092192598,5216066,11000000,Lajpat Nagar
3,2,Semi-Furnished,801,9,1,0.860933085,3160123,6000000,Laxmi Nagar
1,2,Unfurnished,500,6,1,0.743013649,961386,2700000,Laxmi Nagar
3,2,Unfurnished,1000,19,1,0.561956844,3028083,6500000,Laxmi Nagar
3,2,Unfurnished,990,28,1,0.551942745,1478285,4000000,Laxmi Nagar
2,1,Semi-Furnished,500,19,1,0.302795808,1014308,2600000,Laxmi Nagar
2,1,Semi-Furnished,500,9,1,0.922571166,1501627,3500000,Laxmi Nagar
2,2,Unfurnished,1000,23,1,0.736232094,3704483,7500000,Laxmi Nagar
3,2,Semi-Furnished,900,22,1,0.637677977,3661251,7000000,Laxmi Nagar
3,2,Semi-Furnished,800,7,1,0.674826711,2097652,4500000,Laxmi Nagar
3,3,Semi-Furnished,720,29,2,1.387348004,2055602,5500000,Laxmi Nagar
2,1,Semi-Furnished,500,3,2,1.111726028,1011669,2700000,Laxmi Nagar
2,2,Furnished,675,28,2,1.175326375,1099330,2400000,Laxmi Nagar
4,3,Unfurnished,1700,28,2,1.231351713,3755455,11500000,Laxmi Nagar
2,2,Unfurnished,550,19,2,1.322468733,1053859,3600000,Laxmi Nagar
1,2,Unfurnished,500,5,2,1.235632249,607069,1700000,Laxmi Nagar
2,1,Unfurnished,500,16,2,0.774392656,848341,2500000,Laxmi Nagar
4,2,Furnished,900,27,1,0.958560599,2255401,6600000,Laxmi Nagar
2,1,Semi-Furnished,500,16,1,0.830522355,1203234,3700000,Laxmi Nagar
2,1,Unfurnished,500,1,1,0.771664572,961493,3500000,Laxmi Nagar
3,2,Semi-Furnished,800,14,1,0.707965851,1448969,5400000,Laxmi Nagar
2,2,Semi-Furnished,500,21,1,1.024687918,1336187,2550000,Laxmi Nagar
3,3,Furnished,1000,20,1,0.854999697,4704796,12500000,Laxmi Nagar
2,2,Unfurnished,715,19,1,0.611433055,2043610,5600000,Laxmi Nagar
2,2,Unfurnished,600,12,1,0.814372756,3099472,7000000,Laxmi Nagar
2,1,Unfurnished,540,27,1,0.454931463,1124028,3500000,Laxmi Nagar
4,4,Furnished,500,29,1,0.707965851,17991426,35000000,Laxmi Nagar
3,2,Semi-Furnished,810,15,1,1.529545363,4238180,9000000,Laxmi Nagar
1,1,Semi-Furnished,500,2,1,0.780244241,660527,2300000,Laxmi Nagar
3,2,Semi-Furnished,900,28,1,0.148883119,2242180,6000000,Laxmi Nagar
3,2,Unfurnished,1000,17,1,2.517512523,2972192,6000000,Laxmi Nagar
2,2,Unfurnished,1000,25,1,1.399856269,3844967,7500000,Laxmi Nagar
2,2,Unfurnished,852,25,1,1.128294429,1032837,2670000,Laxmi Nagar
3,2,Unfurnished,990,5,1,1.086153423,1701283,4000000,Laxmi Nagar
2,1,Semi-Furnished,500,19,1,1.092185124,1076770,3500000,Laxmi Nagar
2,2,Unfurnished,1000,20,1,1.390771176,2624518,5000000,Laxmi Nagar
2,2,Unfurnished,800,7,1,1.100920401,1623441,5000000,Laxmi Nagar
2,2,Semi-Furnished,630,12,1,1.12039822,1536404,3000000,Laxmi Nagar
6,4,Unfurnished,507,20,1,1.436182584,9784644,22500000,Laxmi Nagar
2,2,Furnished,950,1,1,1.331440671,2542949,6000000,Laxmi Nagar
2,2,Unfurnished,600,18,1,1.425466912,1076675,2700000,Laxmi Nagar
3,2,Furnished,1350,4,1,1.331440671,4541937,14000000,Laxmi Nagar
2,2,Unfurnished,750,27,1,1.331440671,4031969,13000000,Malviya Nagar
3,3,Semi-Furnished,1400,23,2,1.331440671,10939145,34000000,Malviya Nagar
4,4,Semi-Furnished,3600,13,3,1.331440671,18765839,60000000,Malviya Nagar
4,4,Semi-Furnished,3000,29,3,1.331440671,34949943,74500000,Malviya Nagar
4,4,Unfurnished,2750,8,2,1.650895125,26693586,75000000,Malviya Nagar
4,4,Semi-Furnished,2050,7,2,1.665024964,17429009,62500000,Malviya Nagar
4,4,Unfurnished,3000,19,2,1.331440671,34778812,67000000,Malviya Nagar
2,2,Unfurnished,850,1,2,1.331440671,4221065,8500000,Malviya Nagar
2,2,Unfurnished,750,10,2,1.331440671,5844140,11500000,Malviya Nagar
4,4,Semi-Furnished,2600,18,3,1.192165037,27609194,52500000,Malviya Nagar
2,2,Semi-Furnished,800,12,1,1.331440671,3713489,12000000,Malviya Nagar
2,2,Semi-Furnished,550,27,2,1.603103316,3938366,10700000,Malviya Nagar
2,2,Semi-Furnished,700,30,1,1.30105107,4171496,9000000,Malviya Nagar
3,4,Furnished,2316,26,1,1.010960552,44709799,100000000,Malviya Nagar
3,2,Semi-Furnished,900,29,1,3.048593197,1885948,6200000,Malviya Nagar
3,2,Semi-Furnished,500,7,1,0.913511072,8137602,17000000,Malviya Nagar
2,3,Semi-Furnished,900,12,2,0.873412699,4034775,12500000,Malviya Nagar
2,2,Semi-Furnished,1500,18,3,0.97532445,4194031,13000000,Malviya Nagar
3,2,Unfurnished,650,23,3,0.877503036,1701717,4200000,Malviya Nagar
4,4,Semi-Furnished,2000,22,2,0.834533871,15117274,36000000,Malviya Nagar
1,1,Unfurnished,500,29,2,0.335270505,958032,2300000,Malviya Nagar
2,2,Unfurnished,1125,28,2,0.290330474,2330639,8100000,Malviya Nagar
3,3,Semi-Furnished,1300,18,1,0.606823059,4949285,10000000,Malviya Nagar
4,4,Unfurnished,2500,11,1,0.789434261,20852018,62500000,Malviya Nagar
4,4,Semi-Furnished,2200,27,2,0.83556115,19354275,65000000,Malviya Nagar
3,2,Semi-Furnished,1290,1,2,0.800682197,9958080,20000000,Malviya Nagar
4,4,Semi-Furnished,2250,19,2,0.140832316,29643597,57500000,Malviya Nagar
3,3,Semi-Furnished,1350,8,2,0.203502247,14726593,30000000,Malviya Nagar
3,3,Semi-Furnished,1400,30,1,0.230600646,14310516,30000000,Malviya Nagar
3,3,Unfurnished,1700,18,2,0.513430819,13090443,30000000,Malviya Nagar
3,3,Semi-Furnished,1600,27,2,0.901585826,8585443,21000000,Malviya Nagar
3,3,Semi-Furnished,1600,18,1,0.898381088,6447307,22500000,Malviya Nagar
2,4,Semi-Furnished,1250,30,1,0.783324609,7054522,19000000,Malviya Nagar
3,2,Semi-Furnished,810,24,1,0.213269388,2713968,7500000,Malviya Nagar
2,2,Semi-Furnished,585,26,1,1.900832429,1328364,4000000,Malviya Nagar
3,3,Unfurnished,1700,24,2,0.171157806,3634567,8000000,Malviya Nagar
3,4,Semi-Furnished,1800,3,2,0.463024821,7492395,19000000,Malviya Nagar
1,1,Unfurnished,600,12,2,3.048593197,1994866,7000000,Malviya Nagar
3,3,Unfurnished,1250,28,1,0.884535847,1865626,5800000,Malviya Nagar
3,2,Semi-Furnished,600,18,1,0.977298548,3549870,8000000,Malviya Nagar
3,4,Unfurnished,1600,30,1,3.048593197,5333281,18800000,Malviya Nagar
3,2,Semi-Furnished,1100,29,1,0.266541376,2928045,6000000,Malviya Nagar
1,1,Unfurnished,500,8,1,1.610617431,867117,2200000,Malviya Nagar
3,2,Semi-Furnished,855,10,1,0.746773494,2536990,6500000,Malviya Nagar
3,2,Unfurnished,1291,3,1,0.758139263,9864924,23500000,Malviya Nagar
2,2,Semi-Furnished,1300,27,2,0.32984921,7696238,16000000,Malviya Nagar
3,3,Unfurnished,1350,15,2,0.37015189,7106078,20000000,Malviya Nagar
2,2,Unfurnished,900,1,2,0.38129003,2432934,5500000,Malviya Nagar
2,2,Semi-Furnished,850,8,1,1.669534819,5572149,13500000,Malviya Nagar
3,3,Semi-Furnished,1650,23,1,1.781300414,7515197,22500000,Malviya Nagar
2,2,Unfurnished,650,2,1,0.138978412,1881899,3800000,Malviya Nagar
2,2,Semi-Furnished,630,4,1,0.377676602,2179618,4600000,Malviya Nagar
2,1,Semi-Furnished,1250,17,2,0.570725863,7650899,17500000,Malviya Nagar
4,3,Furnished,1800,14,2,0.21981483,2683135,5500000,Malviya Nagar
3,3,Semi-Furnished,1500,25,2,1.365033895,11075589,22500000,Malviya Nagar
2,2,Semi-Furnished,1100,21,1,1.585791281,5629395,12500000,Malviya Nagar
3,2,Semi-Furnished,1400,29,2,1.713888291,9201052,19000000,Malviya Nagar
2,2,Semi-Furnished,1300,30,2,1.351469563,6935947,15500000,Malviya Nagar
2,2,Semi-Furnished,1100,1,2,1.38625119,5979309,13500000,Malviya Nagar
3,3,Semi-Furnished,1600,15,2,1.359980747,8960525,21000000,Malviya Nagar
3,3,Semi-Furnished,1450,24,1,1.105910646,9933945,21500000,Mayur Vihar
3,2,Unfurnished,775,27,1,1.115025502,3054267,10000000,Mayur Vihar
1,1,Semi-Furnished,500,10,1,1.082431758,1338734,2700000,Mayur Vihar
2,2,Unfurnished,1000,8,1,1.21312547,7154991,14500000,Mayur Vihar
1,1,Semi-Furnished,720,4,1,1.104997702,732580,2700000,Mayur Vihar
3,2,Semi-Furnished,1399,3,1,1.268141561,4331828,9000000,Mayur Vihar
3,2,Semi-Furnished,500,3,1,1.303061731,5505378,18500000,Mayur Vihar
3,3,Semi-Furnished,1330,13,1,1.591476557,8798963,25000000,Mayur Vihar
2,1,Semi-Furnished,850,1,1,1.466181164,2803660,6100000,Mayur Vihar
2,1,Semi-Furnished,1000,29,1,1.875836347,3212945,10500000,Mayur Vihar
4,4,Semi-Furnished,1600,10,1,1.270120125,5750940,12000000,Mayur Vihar
3,3,Furnished,1350,2,1,1.691360943,7244695,15000000,Mayur Vihar
3,3,Semi-Furnished,1400,11,1,1.821432684,5563494,14000000,Mayur Vihar
3,2,Unfurnished,1300,27,1,1.211175627,3395831,12800000,Mayur Vihar
3,2,Semi-Furnished,1100,20,1,0.20614903,4071404,12000000,Mayur Vihar
3,2,Semi-Furnished,1300,16,1,1.750962307,5328095,12500000,Mayur Vihar
2,2,Semi-Furnished,1000,10,1,0.874020024,5222721,10000000,Mayur Vihar
3,2,Furnished,1300,23,1,0.74230439,7097837,16500000,Mayur Vihar
3,2,Furnished,1100,28,1,0.511581002,4483407,13500000,Mayur Vihar
4,3,Furnished,1600,11,1,0.389289093,7753497,18000000,Mayur Vihar
2,2,Furnished,1700,3,3,0.525864079,5074557,12500000,Mayur Vihar
2,2,Furnished,800,29,1,0.849407812,1172988,2500000,Mayur Vihar
3,3,Furnished,950,3,1,1.145984179,1809269,6200000,Mayur Vihar
2,2,Semi-Furnished,990,20,1,1.271576128,1392704,3000000,Mayur Vihar
3,2,Furnished,1350,11,1,0.679034716,6094535,15000000,Mayur Vihar
1,1,Unfurnished,500,12,1,0.923992754,776213,1500000,Mehrauli
2,2,Semi-Furnished,800,26,1,0.817978429,3537388,10000000,Mehrauli
3,1,Semi-Furnished,1045,26,1,1.583848406,3658273,8500000,Mehrauli
3,2,Semi-Furnished,663,1,2,1.127642664,1782596,3500000,Mehrauli
1,2,Semi-Furnished,558,7,1,1.818017189,610342,2100000,Mehrauli
2,2,Semi-Furnished,650,16,1,0.480082343,1404381,2750000,Mehrauli
1,1,Semi-Furnished,500,6,1,1.381430803,667430,1500000,Mehrauli
2,1,Unfurnished,675,27,1,0.152785618,619297,2200000,Mehrauli
2,2,Semi-Furnished,850,23,1,0.235897811,960273,2800000,Mehrauli
3,3,Semi-Furnished,800,9,1,0.045536342,2026355,4500000,Mehrauli
1,1,Furnished,500,12,1,0.045536342,506467,1800000,Mehrauli
3,3,Unfurnished,1350,9,1,0.223198395,3545224,8500000,Mehrauli
3,3,Unfurnished,1350,16,1,0.138696509,3015767,8500000,Mehrauli
1,1,Unfurnished,500,13,1,0.215945558,726408,1700000,Mehrauli
3,2,Unfurnished,1050,2,2,0.351193862,1543775,5600000,Mehrauli
4,3,Furnished,1675,5,2,0.244202637,6660452,13500000,Mehrauli
3,3,Unfurnished,1250,5,2,0.208992105,4422066,8500000,Mehrauli
3,3,Unfurnished,1080,26,3,0.059135481,3114165,6000000,Mehrauli
3,3,Unfurnished,1170,19,3,0.045536342,3320899,7200000,Mehrauli
3,2,Semi-Furnished,1250,2,1,0.180444926,1936406,6500000,Mehrauli
3,3,Semi-Furnished,1500,1,1,0.20243227,3893451,8400000,Mehrauli
3,3,Unfurnished,1350,12,1,0.234008002,2295827,8500000,Mehrauli
2,2,Semi-Furnished,855,6,1,0.211679001,1077792,4000000,Mehrauli
1,1,Unfurnished,540,29,1,0.280182361,593171,1700000,Mehrauli
3,2,Unfurnished,1044,23,1,0.269459708,2354580,6000000,Mehrauli
1,1,Semi-Furnished,500,30,1,0.134333253,746732,1600000,Mehrauli
1,2,Semi-Furnished,500,4,1,0.162509924,931861,2100000,Mehrauli
1,1,Furnished,500,12,1,0.55700211,647977,1700000,Mehrauli
1,1,Unfurnished,500,7,1,0.235897811,503622,1500000,Mehrauli
1,1,Unfurnished,500,2,1,0.045536342,631768,1200000,Mehrauli
1,1,Unfurnished,500,15,1,0.045536342,620340,1650000,Mehrauli
2,2,Unfurnished,500,30,1,0.223198395,1339130,3500000,Mehrauli
3,2,Unfurnished,1100,23,1,0.138696509,2607372,8500000,Mehrauli
2,2,Unfurnished,600,27,1,0.215945558,1514049,3200000,Mehrauli
3,2,Unfurnished,1100,25,1,0.351193862,1562685,3500000,Mehrauli
2,2,Unfurnished,1080,25,1,0.244202637,1287257,4000000,Mehrauli
2,2,Semi-Furnished,900,27,1,0.208992105,798931,2800000,Mehrauli
2,2,Semi-Furnished,750,16,1,0.059135481,1461920,3300000,Mehrauli
2,2,Unfurnished,800,8,1,0.045536342,1635582,3750000,Mehrauli
2,2,Semi-Furnished,800,21,1,0.180444926,1006954,3000000,Mehrauli
3,2,Semi-Furnished,1100,13,1,0.20243227,3085671,6000000,Mehrauli
3,2,Unfurnished,900,15,1,0.234008002,1213748,4000000,Mehrauli
4,3,Semi-Furnished,1500,25,1,0.211679001,3020689,8000000,Mehrauli
3,3,Semi-Furnished,1500,6,2,0.280182361,3637813,7100000,Mehrauli
2,2,Semi-Furnished,700,25,1,0.269459708,1047935,2800000,Mehrauli
3,2,Furnished,900,16,1,0.134333253,2505260,5800000,Mehrauli
3,3,Semi-Furnished,1300,19,2,0.162509924,2578996,7000000,Mehrauli
3,2,Furnished,1550,27,1,0.277659949,10748908,32000000,Moti Nagar
3,3,Semi-Furnished,2300,10,1,0.211679001,31380483,60000000,Moti Nagar
2,2,Furnished,1180,9,1,0.31554784,11888731,32000000,Moti Nagar
2,1,Unfurnished,500,24,1,0.407152465,3944585,7900000,Moti Nagar
3,3,Semi-Furnished,1200,8,1,1.252098495,7781654,24000000,Moti Nagar
2,2,Furnished,1700,14,1,0.825868866,11192779,35000000,Moti Nagar
3,2,Semi-Furnished,1605,3,1,1.941847329,6931495,25500000,Moti Nagar
3,3,Furnished,1300,23,2,0.74241971,11755952,27000000,Moti Nagar
3,3,Semi-Furnished,2300,3,2,1.127642664,23233285,64400000,Moti Nagar
2,2,Semi-Furnished,1732,1,1,0.411198852,18725177,38100000,Moti Nagar
2,2,Semi-Furnished,1750,12,1,0.309996288,11650846,30000000,Moti Nagar
3,3,Semi-Furnished,1637,12,1,0.168683593,14268294,27500000,Moti Nagar
3,2,Furnished,1300,17,1,0.275445889,8750654,28000000,Moti Nagar
3,3,Furnished,1800,9,2,0.211679001,24629938,50000000,Moti Nagar
3,3,Semi-Furnished,1800,23,2,0.533862758,26039658,55600000,Moti Nagar
3,3,Semi-Furnished,1480,13,1,2.227514538,13305029,28500000,Moti Nagar
3,2,Semi-Furnished,1600,20,2,1.185919633,8267341,17000000,Moti Nagar
2,2,Unfurnished,700,24,1,1.784237095,2089052,4500000,Moti Nagar
3,2,Unfurnished,1600,28,1,0.852864037,7502206,17500000,Moti Nagar
3,2,Semi-Furnished,1625,8,3,1.931730858,5218747,17500000,Moti Nagar
3,3,Unfurnished,1700,3,1,0.30609784,7076948,26000000,Moti Nagar
2,2,Furnished,885,17,1,0.255198452,1316551,2600000,Moti Nagar
1,2,Unfurnished,500,24,2,0.447220733,639262,1500000,Narela
1,1,Furnished,500,29,2,0.07166602,1041910,2200000,Narela
2,2,Semi-Furnished,900,3,2,0.045536342,1484100,3800000,Narela
1,1,Unfurnished,500,20,1,0.045536342,530172,1800000,Narela
2,2,Furnished,559,22,3,0.053054953,845358,2850000,Narela
1,1,Unfurnished,500,8,3,0.272707616,1110854,2500000,Narela
1,1,Unfurnished,500,22,1,0.201187434,1319679,3500000,Narela
1,1,Unfurnished,500,20,1,0.210300898,632954,2000000,Narela
1,1,Unfurnished,500,22,1,0.322535,1179624,3000000,Narela
1,1,Semi-Furnished,500,12,1,0.045536342,561084,2000000,Narela
1,1,Unfurnished,500,26,1,0.399414931,1459614,3500000,Narela
1,1,Unfurnished,500,27,1,0.3676264,602148,1800000,Narela
1,1,Unfurnished,500,19,1,0.376318103,758184,1600000,Narela
1,1,Unfurnished,500,16,1,0.462224484,552691,1600000,Narela
1,1,Unfurnished,500,28,1,0.209111007,767238,2000000,Narela
1,1,Unfurnished,500,7,1,1.784237095,400018,1500000,Narela
2,1,Furnished,500,16,1,0.461076736,848142,3000000,Narela
1,1,Unfurnished,500,14,1,1.317992803,546954,1490000,Narela
1,1,Furnished,500,29,1,1.086869461,1365473,3500000,Narela
3,3,Unfurnished,500,3,1,0.409280318,1687163,4000000,Narela
2,2,Unfurnished,500,2,1,1.904290311,595879,1750000,Narela
2,2,Unfurnished,900,5,1,0.447220733,2055391,4600000,Narela
1,1,Semi-Furnished,500,14,1,0.07166602,882644,1800000,Narela
2,2,Unfurnished,585,4,1,0.045536342,891474,1900000,Narela
1,1,Furnished,500,21,1,0.045536342,274060,1000000,Narela
1,1,Unfurnished,4900,29,1,0.053054953,390285,1000000,Narela
1,1,Unfurnished,2077,12,1,0.272707616,291277,1000000,Narela
1,1,Semi-Furnished,500,16,1,0.201187434,1145979,3500000,Narela
3,2,Furnished,990,30,1,0.210300898,2618579,5000000,Narela
1,1,Unfurnished,500,12,1,0.322535,662595,2200000,Narela
3,3,Furnished,1624,8,3,0.289759209,11853922,30000000,New Friends Colony
4,4,Unfurnished,4499,16,1,1.234022968,31992868,75000000,New Friends Colony
5,5,Semi-Furnished,24298,12,1,0.4995452,89759366,200000000,New Friends Colony
5,1,Semi-Furnished,30000,17,1,1.001626264,98675565,240000000,New Friends Colony
5,1,Semi-Furnished,29761,10,1,1.001626264,66547912,250000000,New Friends Colony
2,1,Unfurnished,540,23,2,0.284213899,524514,1500000,New Friends Colony
3,4,Semi-Furnished,2150,2,1,0.289759209,17003949,42500000,New Friends Colony
3,4,Semi-Furnished,500,2,1,0.289759209,13621997,47500000,New Friends Colony
3,3,Semi-Furnished,2100,20,2,0.4995452,18692453,52500000,New Friends Colony
3,3,Semi-Furnished,500,23,2,0.4995452,13209885,48500000,New Friends Colony
4,4,Semi-Furnished,3510,12,2,0.009936843,12794869,45000000,New Friends Colony
4,4,Semi-Furnished,4500,2,2,1.821762773,22095071,60000000,New Friends Colony
4,4,Semi-Furnished,1800,1,2,0.76153001,19409122,65000000,New Friends Colony
5,4,Semi-Furnished,6000,7,3,0.302362008,90910311,220000000,New Friends Colony
4,4,Unfurnished,4300,23,2,0.289759209,26722189,60000000,New Friends Colony
3,3,Semi-Furnished,1700,19,2,1.099521593,18274536,38500000,New Friends Colony
3,3,Semi-Furnished,2500,9,2,0.629445937,15818934,50000000,New Friends Colony
4,4,Semi-Furnished,4500,29,2,0.034433336,23082522,75000000,New Friends Colony
4,4,Furnished,2450,10,2,0.279378034,20382715,70000000,New Friends Colony
4,4,Semi-Furnished,10350,3,3,1.172812615,69022244,160000000,New Friends Colony
3,4,Semi-Furnished,4800,5,1,1.172812615,38237601,85000000,New Friends Colony
3,3,Semi-Furnished,1600,17,2,1.172812615,10877700,40000000,New Friends Colony
4,4,Unfurnished,3500,9,2,1.172812615,45937469,90000000,New Friends Colony
4,4,Semi-Furnished,2100,11,2,1.172812615,15529715,56000000,New Friends Colony
5,4,Semi-Furnished,4200,29,2,1.172812615,55055034,135500000,New Friends Colony
3,3,Semi-Furnished,1500,26,2,1.172812615,27032131,60000000,New Friends Colony
4,4,Unfurnished,8150,26,3,1.172812615,83846925,170000000,New Friends Colony
4,4,Semi-Furnished,2200,17,2,1.172812615,22593028,50000000,New Friends Colony
4,4,Semi-Furnished,3500,15,2,1.180370966,27547921,58000000,New Friends Colony
3,3,Semi-Furnished,2070,30,2,2.153096938,13241263,37500000,New Friends Colony
3,3,Unfurnished,3500,26,1,1.172812615,21528753,45000000,New Friends Colony
4,4,Semi-Furnished,2000,29,3,1.172812615,19931481,70000000,New Friends Colony
5,4,Semi-Furnished,2800,13,2,1.172812615,14735361,29500000,New Friends Colony
4,4,Unfurnished,2550,18,1,1.172812615,24478197,60000000,New Friends Colony
4,4,Semi-Furnished,4500,7,2,1.172812615,33534800,70000000,New Friends Colony
3,3,Semi-Furnished,1400,30,2,1.172812615,19142709,50000000,New Friends Colony
4,4,Semi-Furnished,2800,17,2,1.172812615,32495490,75000000,New Friends Colony
4,4,Semi-Furnished,2700,8,2,1.172812615,21125160,52500000,New Friends Colony
4,4,Semi-Furnished,4500,17,2,0.693361325,25106099,55000000,New Friends Colony
4,4,Semi-Furnished,7200,4,2,0.431209702,34216183,120000000,New Friends Colony
2,3,Furnished,500,10,1,2.175980994,1341723,4800000,Noida
4,2,Semi-Furnished,1749,13,1,0.581024198,3123184,9500000,Noida
1,1,Unfurnished,500,7,1,1.252199716,489079,1600000,Noida
3,2,Semi-Furnished,1313,15,1,1.172812615,2467159,5000000,Noida
2,2,Furnished,1199,26,1,0.699355989,1607020,5000000,Noida
3,3,Furnished,500,3,1,1.283501038,2390790,4590000,Noida
3,3,Furnished,1200,20,1,0.569823241,1938348,5500000,Noida
2,2,Semi-Furnished,884,12,1,0.582086587,934875,3000000,Noida
4,3,Furnished,2099,27,1,1.618127708,3453524,7320000,Noida
3,2,Semi-Furnished,1200,12,1,0.699355989,5684402,13000000,Noida
1,1,Furnished,500,2,1,0.016268258,750401,1900000,Noida
3,2,Semi-Furnished,1404,14,1,1.177493502,2788126,6800000,Noida
2,2,Semi-Furnished,1020,29,2,1.112256569,1631552,3600000,Noida
4,4,Semi-Furnished,3200,17,1,1.317992803,10524806,32500000,Noida
2,2,Unfurnished,1007,20,1,1.797342968,2210314,4200000,Noida
4,3,Unfurnished,2708,24,1,0.00911269,3826313,7350000,Noida
3,3,Unfurnished,1232,9,1,0.016268258,4298314,9880000,Noida
4,3,Semi-Furnished,1339,6,2,1.093567732,3889487,12300000,Noida
5,5,Semi-Furnished,757,6,1,0.29486937,13288046,30000000,Noida
5,5,Semi-Furnished,3716,12,1,2.019944073,6783565,24000000,Noida
4,4,Semi-Furnished,3400,16,2,0.752481685,12498033,46000000,Noida
3,2,Unfurnished,1300,28,1,0.951694614,2088734,6300000,Noida
5,3,Semi-Furnished,5727,10,1,1.160488608,16193967,42000000,Noida
3,3,Semi-Furnished,2100,24,1,1.17609014,8372607,17000000,Noida
5,5,Semi-Furnished,8000,22,1,1.156360335,42116103,92500000,Noida
5,5,Semi-Furnished,12022,2,1,1.101744693,63122267,137400000,Noida
5,5,Semi-Furnished,1937,29,2,0.006295009,16910221,45000000,Noida
5,3,Semi-Furnished,1205,14,1,0.289759209,9934676,28000000,Noida
5,1,Semi-Furnished,4837,29,2,0.289759209,28878066,79900000,Noida
5,5,Unfurnished,7745,23,1,2.175980994,18339160,35000000,Noida
4,3,Semi-Furnished,1581,8,1,0.581024198,4112839,15000000,Noida
3,3,Unfurnished,2807,19,1,1.252199716,5906150,12000000,Noida
2,2,Unfurnished,500,24,1,1.172812615,2164052,5200000,Noida
3,2,Semi-Furnished,653,7,1,0.699355989,1061877,2800000,Noida
5,5,Semi-Furnished,2500,21,1,1.283501038,16372992,36000000,Noida
5,3,Semi-Furnished,4672,6,1,0.569823241,17635930,45000000,Noida
5,5,Unfurnished,4000,15,2,0.582086587,24693207,50000000,Noida
3,4,Furnished,5156,29,1,1.618127708,18789571,37500000,Noida
5,5,Unfurnished,6810,20,1,0.699355989,18739412,50000000,Noida
5,5,Unfurnished,11525,14,1,0.016268258,10097763,30000000,Noida
1,1,Unfurnished,600,25,1,1.177493502,2098844,5000000,Noida
3,2,Semi-Furnished,500,3,1,1.112256569,826772,1640000,Noida
1,1,Semi-Furnished,500,4,1,1.317992803,1276599,4000000,Noida
5,5,Semi-Furnished,3600,6,3,1.797342968,17113591,40000000,Noida
3,2,Semi-Furnished,1743,6,1,0.00911269,8602104,20000000,Noida
5,5,Semi-Furnished,4000,19,1,0.016268258,27412568,60000000,Noida
3,3,Furnished,1600,12,1,1.093567732,5041257,16900000,Noida
4,5,Semi-Furnished,2999,12,1,0.29486937,11217504,24800000,Noida
4,4,Unfurnished,2199,5,1,2.019944073,11826406,23500000,Noida
2,1,Semi-Furnished,2200,20,2,0.752481685,1778824,5720000,Noida
3,3,Unfurnished,1000,12,1,0.951694614,1631180,5000000,Noida
5,4,Unfurnished,4850,10,1,1.160488608,9874130,19000000,Noida
3,3,Semi-Furnished,1319,18,1,1.17609014,3891553,12500000,Noida
5,5,Unfurnished,3498,22,1,1.156360335,31774950,65000000,Noida
1,1,Semi-Furnished,599,21,2,1.101744693,1573552,4000000,Noida
2,2,Semi-Furnished,500,30,1,0.006295009,986369,3000000,Noida
1,1,Semi-Furnished,614,27,1,0.289759209,1627426,3300000,Noida
3,2,Semi-Furnished,1324,9,1,0.289759209,2743239,7200000,Noida
5,1,Semi-Furnished,19138,7,1,1.101744693,31946395,80000000,Noida
1,1,Unfurnished,2355,20,1,0.006295009,2687366,7500000,Noida
3,2,Semi-Furnished,613,30,1,0.289759209,4829162,11500000,Noida
2,2,Furnished,1000,18,1,0.289759209,1073531,3500000,Noida
4,3,Unfurnished,500,17,1,0.499064788,2016911,5500000,Okhla
2,2,Furnished,976,18,1,1.450034148,12927293,24900000,Okhla
4,3,Unfurnished,500,10,1,1.33458825,1824151,5500000,Okhla
4,3,Semi-Furnished,2210,10,1,0.991572597,17906427,41000000,Okhla
4,4,Furnished,1800,11,2,0.736520361,4192094,12000000,Okhla
3,3,Furnished,1300,14,1,0.573093498,9350314,20000000,Okhla
2,2,Furnished,1500,13,2,0.510896469,7363472,24700000,Okhla
2,2,Furnished,976,24,2,1.177493502,12929976,24900000,Okhla
2,1,Semi-Furnished,540,13,1,0.55972943,1379671,3600000,Okhla
1,1,Semi-Furnished,500,24,1,0.46593018,553932,1700000,Okhla
2,2,Unfurnished,900,15,1,1.066787332,3112898,11000000,Okhla
